Actual Pressure Strain,Predicted Pressure Strain
3.158815719364e-06,3.807246533853462e-05
0.009822197775586943,0.009798904695763206
0.0,4.390491481999646e-05
0.06376736317956402,0.06274574952792884
0.01893691273607476,0.01887587229777894
0.001685905804752975,0.0016617175597962777
-0.006491961890698895,-0.006091810499606975
0.0,3.807246533853462e-05
0.0,1.8085788227442161e-07
0.0,0.0
-0.06323664741508676,-0.06763370121077295
0.0,0.0
0.05119148787319057,0.05153009630580667
0.000151563417259806,4.2194079196359306e-05
